mask01,mask02,mask03,mask04,mask05,mask06,mask07,mask08,mask09,mask10,mask11
-0.003824275027570767,-0.0003337305789903322,0.009115783316650639,0.06989219351404574,0.011659038012995726,0.0139712235829117,-0.020467386108191765,-0.018867956318267765,0.007654540068370075,-0.009434187423203344,0.009367467336000246
0.001919425668391872,0.030737980674401477,-0.00542020845828084,0.07035162574161924,-0.008865029634272714,-0.0066612152162901,0.014925121179294232,0.012820480320295369,-0.01862906738437131,-0.0025205918015064332,0.002320065046162556
0.008301437350677343,-0.016207195714469935,-0.00588382127447129,-0.07981202795520248,-0.0026834304872159764,0.0017100223478931,0.0058821403929572025,-0.025316473070551182,-0.00534455394536093,0.00476198310001541,0.001157347401828046
0.001266477579504377,0.04777556902621316,-0.018165332825047287,0.056122216355424026,-0.008968643457862524,0.0092188008177265,0.026316155594966917,0.01948055390618375,0.005373271685748637,-0.009478610839253498,-0.008092269824478415
-0.010119938630453462,-0.003144621351986787,0.01202628811689399,-0.01690797036426339,0.008144936993045082,0.0026144116691998,0.0,0.019108313377379504,0.0073719637678615335,0.009569314648807836,0.006992848342870728
-0.03578310078014857,0.011040937675598661,0.010968901806253983,-0.024569700299850505,0.0044881864685240025,-0.0055241380566972,0.12250695599486705,0.0625,-0.012257733036465712,-0.023696853109895,-0.002314694803656092
-0.016567139655421226,0.002172837121715121,0.0063290891627918455,0.015112871322916055,0.0035747740749547674,-0.0175879039650976,-0.022842457698859064,0.04705877850520235,-0.008334856470254226,-0.021844539340080127,0.011600733333723356
0.002021715987799766,-0.04836190627844472,-0.000898376539964163,0.02447779371349368,-0.007123890458018423,-0.0124689157658504,0.0025973589195473767,0.08988770164886706,0.005229686708608794,0.012682483432930214,0.004587590845796408
-0.05312717177725623,-0.00205429200293461,-0.011690774621535116,-0.034739429638912855,-0.008968643457862524,0.0289227122808349,-0.025906806425975204,0.0,-0.0029727253395220865,-0.007444177205510161,-0.010274440196613832
0.0227273177250904,-0.018032554092506703,0.004549596433095493,0.0025705863463074685,0.02081435802680498,0.0131628960009232,0.0026592188761078717,-0.005154691713071924,0.008758548711554015,0.005000235027326161,0.010381100189687853
0.02500006263225374,0.03505847223615377,0.019021828993628365,-0.012820305391321951,0.03546100457804702,-1.3732659527894346e-05,-0.01591434197374464,-0.06735747596604291,-0.009237035891596301,-0.02985084956231676,0.0182644890288175
0.0013548563852232576,-0.0052814087035648605,0.006221957261454136,0.010389506664825188,0.017979784767736318,0.0165634856537294,-0.008086640428492609,0.06666663831809028,-0.010068863213192225,-0.010256499100027239,0.01569523925207883
-0.007442459899420273,-0.033548153428178074,-0.020317843924786194,-0.00257075102719706,0.01009252663569149,-0.0012588665353121,0.008152567308888692,0.02083341361738955,-0.0013184771073091461,-0.010362626587441803,0.006622366128648416
0.0034084244152374765,0.03638143594124621,-0.003606711339457891,-0.0025770466106392886,-0.0058286217808419805,-0.0026576512372358,-0.043126786642940895,0.10204081101338658,0.0015087898682319967,0.01308909888693921,-0.024122841276358886
-0.07948366863434675,-0.00966173402658077,0.002714723120594398,-0.018087920953874348,0.004187351107303616,-0.0036402404688949,0.0704219951869598,0.09259247009874993,0.010922939012783406,0.00516780555728702,0.008988890914249703
0.026567967284802485,0.047154104816445,0.005415316213999155,-0.01842128931071274,0.022518979568287634,0.0063374154813605,-0.04736815150336726,-0.025423773706273245,0.01788371102586339,0.0077120907478254175,0.0066814936825656535
-0.015429636936959423,-0.02795028022759527,-0.009654625591753896,-0.013404694511219839,-0.03344217234864011,0.0015982270818162,0.022099507037185218,0.0,0.0043924792149827585,0.017857084363535725,-0.021017839519108183
0.014925367773023446,0.02620770181421661,-0.022441840423181758,0.06249990208088141,0.0008441441356230595,0.0066568503342025,0.02972975536947553,0.03478274566912898,-0.006559956070600892,-0.00751880563419649,-0.004519871102352302
0.002206014294085401,-0.03528623234709283,-0.01193735877007518,0.03324832843729153,0.010117875241985708,0.0159294449682603,-0.010499226891582114,0.02521012637330533,-0.005869322820841072,0.0025254098570117733,-0.0068101570639931275
-0.007336959592573189,0.018821005655346834,-0.006505885549328738,0.0247521467323375,-0.030050124061730688,0.0119157480725637,-0.013262175788020358,-0.032787008666194106,-0.028413180240275837,-0.01511351927463489,-0.0011429317307853903
0.005912903320674845,0.008016802569459358,0.004677528476559667,0.019324024700263953,0.006884855002363466,-0.0011377300042516,-0.021505539806085827,0.08474576820893143,0.0013292430355338336,0.0025576259476352003,0.008008938712983138
-0.004408550862789129,0.1167359985048162,0.012104163795414458,0.05450227488132242,0.01196550114558903,0.0024427253749334,-0.02197808555878722,0.007812480534576283,0.00018971634512432445,-0.007653069580719429,0.0011352147364689369
-0.027306248157239477,0.00034052825940533715,-0.012879353062606236,-0.020224732688074898,0.016047462498157916,-0.0018641929599886,-0.008426388676325391,-0.007751918819691728,0.009480267241408935,-0.0051412366459765435,0.005668906203363688
-0.007587098244431267,-0.012257404992691567,-0.013979681910148756,-0.009174073336166155,0.0008312761109001698,0.0089330223555129,0.0,-0.023437541266698392,-0.00882785720905399,0.002583902778643399,0.006764420349340439
-0.006116388572617426,0.007239098877027006,0.010396887886250372,-0.023148282020152733,0.01079702070677091,0.0132698984144216,-0.031162154771670725,0.008000082460347446,-0.013833654910491266,-0.007731966683053537,0.0018099990216222661
0.03794591199127173,-0.004449278075504104,-0.019644371563520946,0.007108705270211901,0.013969013982388478,0.0027003448696833,-0.005847743146785822,-0.01587297569646129,0.006341260560667417,0.0051948899670228865,0.004479247950138321
0.07923063190230129,0.030594692160548664,0.027671896076763902,0.00941197395661808,0.005672868187993618,0.0106452931667413,-0.02058812227244544,-0.024193486162562894,-0.03341606931389429,-0.018088030442463765,0.012263182581386367
0.01995740118647693,0.019013051947389448,-0.008356740174107036,-0.002331202998705151,-0.004029339556248068,0.0101154945115989,-0.03002946852304733,0.0,0.02252102326529659,-0.007894745734430164,0.004405251355610984
0.01607251575027835,0.001636400788124659,-0.0018727968492311398,-0.007009351914278761,0.004045640816821683,-0.0083657780705157,0.021671632235909177,0.0,0.011205279177086469,-0.007957487621519266,-0.0021929329711853907
0.008253148035491042,-0.0049019194186777915,0.017823768683723262,0.0021538262723728163,0.01933892001228288,-0.011295918312333,0.03030251100741066,-0.016528987482886337,0.029805264454259683,0.016042716052026895,0.028571555589459674
-0.008867760216639264,-0.017733823294403317,0.0036866577684391277,0.01411758410627173,-0.007114465775664436,-0.0119126525897291,0.02941207846753957,0.09243684416746212,0.010575112163696332,0.021052735746181384,0.022435606522573925
-0.004129193377301221,-0.01805440864519514,-0.015610640572334966,-0.025521793294282946,-0.036624214501563834,0.0065024230133897,-0.07142903307187132,0.0,0.004222531728131473,0.005154644455368951,-0.00626939043576713
0.014512654497166544,0.019407600584676166,-0.012126831941152494,-0.021428509873494317,-0.014049467899885149,-0.0181350060266094,-0.012307309960222668,-0.02307686646363627,0.012797007897479284,-0.0025641835685769054,-0.003154533485144495
-0.019073400327187406,0.04542414998181288,-0.004721186296906432,-0.024330967368008327,-0.008382379499741632,0.0008781264006531,0.0186915779978285,-0.00787399597485916,0.0036100313289018082,0.0025707755088952844,0.008438874410205521
0.019444268647164087,-0.019169247954092916,0.0071411774898204605,0.05486261461761788,-0.018596833380534084,0.0030830254052541,-0.015290262738476557,0.0,0.005215747022343065,0.04358955283727184,-0.013598476924464808
-0.02179824987081258,-0.019543889620210142,0.010436341430455576,-0.05673756448586342,0.013781263070411054,-0.0038143960806813,0.02484478068113738,-0.007936589093148205,-0.007514844783916286,-0.0024567800586919875,-0.0010605768573151986
0.0020890379084905764,-0.00664479442656829,-0.008450815811828494,0.015037687540609967,-0.0025489171742029137,-0.0233067098384578,0.012121004402964264,-0.007999878350576695,0.006490285713587118,-0.012315433595929348,0.014862284228403189
0.0013898257839721762,0.02006705844602452,0.008522840769364048,-0.029629653062959616,-0.024701828406327397,-0.0132653593045474,-0.0029941948211709146,-0.024193486162562894,-0.009493215017736478,-0.012468842189722218,0.005449289624207987
0.01596120346745966,-0.014753973448667357,-0.013145741699595814,0.043257141380785624,-0.014847286161096318,0.0096500817053391,-0.027027101413952703,-0.016528987482886337,-0.004520852860517177,-0.005050588102957887,-0.007322530428362284
0.009562756190266919,-0.0016642963507034203,0.008563216354972925,0.012194921880126719,0.005319157015571063,0.0010507519695908,0.009259405824749711,-0.008403446924766134,-0.019073524442971057,-0.022842435166943065,0.0042149922847056764
-0.026386962318637908,0.018333851725041095,0.0021753396689594418,0.05542183813484991,-0.007936331066367708,0.0269984471698878,0.03975516019531944,0.016949218507177122,-0.01500006855463698,-0.023376647508860482,-0.006295951041991765
-0.022932515679442544,0.003273047762617276,-0.0075471296967584145,-0.004566164632319958,-0.009777706197833247,-0.0113368376684392,-0.058823411329420594,0.03333335459476561,0.011844410210659628,0.010638227807116873,-0.008447478689839971
0.03769533385202495,-0.003262369870212778,0.015209129710891833,0.016363042119024618,-0.0008976885608984464,0.0036402190009726,-0.015625103786591876,-0.008064495387520965,0.023783062879525696,-0.02105265529181366,-0.010649698413603303
-0.005482877088561211,0.009819881846955703,0.0018727968492311398,0.004587110132370897,0.017969581886112307,0.0113379511208932,-0.009523589019795109,0.008130060220670865,-0.02105281837175743,0.01881739032099161,0.016146376784428762
0.03032373484595574,-0.012966096447181497,0.005607551120250687,-0.015981941857308724,0.01588660288275201,-0.0277043043900683,0.0,-0.01612899077504193,0.02243255992420634,-0.010554341926024002,-0.0042373789303669085
-0.010033294422049366,-0.013136177600541532,0.022304624669567952,-0.02784195632103592,0.029539659956066,0.0028938478623009,0.016025495589585548,-0.024590204217438405,0.035902199428606396,0.021333359422005538,0.01489384395351201
