index,return
0,0.0
1,0.014839433735226004
2,-0.017800109291218114
3,-0.013313485805844572
4,-0.009442365057615643
5,-0.018226693605228106
6,0.006716711548262921
7,-0.009434306449978891
8,0.032096419079837846
9,-0.012263337766362126
10,-0.024464194599347122
11,-0.018534096658619603
12,0.01648903491120879
13,0.0034357779813360967
14,-0.0013721572148753802
15,0.032444794064043325
16,0.03727470206477279
17,0.012123283006947538
18,0.019012340125573512
19,-0.04967806235191263
20,0.002757732636002652
21,-0.007414060487902718
22,0.01676511003060832
23,-0.017234010544344258
24,-0.013052623753747383
25,0.012418670992095482
26,0.008045506576322081
27,-0.0029986149344957136
28,-0.004329975678727838
29,0.009097108263462328
30,-6.932272539661444e-05
31,0.003630474560729846
32,-0.02512303243309233
33,0.0038395907453672162
34,-0.003364785029161932
35,-0.0012286442803423059
36,-0.003622196398804567
37,-0.00081030744562538
38,-0.0114698218463829
39,-2.595759954182597e-05
40,-0.0021304965125642505
41,0.02279822769542328
42,-0.018298249971551828
43,-0.003736802236161796
44,-0.014370476360821116
45,-0.012187885406576116
46,0.023463161033797197
47,0.0034488442143036924
48,-0.011716577821186958
49,-0.018639837487363864
50,-0.0012440017336452502
51,-0.0038263806653796584
52,0.00023312004579922885
53,-0.02031579969066144
54,-0.001565266475435867
55,-0.021972307486058162
56,-0.008267090246796283
57,-0.0007253662082139511
58,-0.00871406818848841
59,0.0010212715807205175
60,-0.010802733019261046
61,-0.004850026019532772
62,-0.0147707451345086
63,0.012394847132895848
64,-0.003159748182518296
65,-0.011989628067154423
66,0.018636109738394246
67,0.006662895021679827
68,0.0026795208517720326
69,0.008390914011477069
70,0.02442765021774629
71,0.018567195677655635
72,0.023709329840116977
73,-0.005366064678602567
74,0.022383563789302174
75,-0.009007136975467178
76,-0.036312635751112876
77,-0.01405258225493089
78,0.018054607737169714
79,-0.004232274969414362
80,-0.017371012287447862
81,9.897357106347648e-05
82,0.0050952239051720305
83,0.024248082034712848
84,-0.012080470856300596
85,0.020127175444688117
86,-0.0015933211034472317
87,-0.03261056924075434
88,0.021980393370791607
89,-0.006478949064530504
90,-2.8297583390624048e-05
91,-0.017721575148433866
92,-0.01756035487798646
93,0.01617692836337925
94,-0.02066948737011376
95,-0.002304990708098198
96,-0.0013357996873476496
97,0.006194462750621632
98,-0.001219036083799585
99,-0.005570777666981108
100,-0.029866777903181374
101,-0.01849713731587832
102,0.03207494812666112
103,-0.001399265878164191
104,0.0020901565828994606
105,-0.004733456324535146
106,-0.008313031629807233
107,-0.04749710267398943
108,-0.0027534518762164506
109,-0.0031993843137151368
110,0.00589602464313943
111,-0.021349936335020248
112,0.023309437778908926
113,-0.02545869995721428
114,-0.017000608594346045
115,-0.010833433461073128
116,-0.012339415881677862
117,0.016838622632217026
118,-0.027883020477493692
119,0.0412741983718079
120,0.023512014922171254
121,0.0020809378847372884
122,0.006344460702180976
123,-0.029373156037039383
124,0.01881621468886996
125,-0.004125838514888458
126,-0.03726920491704466
127,-0.02470573167928991
128,-0.0044882769047281945
129,0.0033410630361478955
130,0.0152926383007006
131,0.008198102357423576
132,0.024974571404593027
133,0.019887157440805492
134,-0.029976583531819645
135,-0.026652533710653348
136,0.018061727633415625
137,0.02738611425215476
138,0.028859977202042364
139,-0.0019673450851572793
140,-0.0027253281585090106
141,0.023133452535522903
142,-0.005533986277215686
143,-0.010524601929949085
144,0.010716325005857508
145,0.004286486972407744
146,-0.009791304691603941
147,-0.0226328853250668
148,0.012143427457851796
149,-0.00970193742472436
150,-0.02148549204399064
151,-0.006317409224343984
152,0.003987753529360427
153,0.00640987204662391
154,-0.005870468398175621
155,0.0015746242140897149
156,0.028040858303468585
157,0.004500569951642497
158,0.033438598807208786
159,-0.01307825706786614
160,-0.03124417652582978
161,0.004379990060308758
162,-0.02085431484403888
163,0.0010151085941723093
164,-0.029677042354940064
165,-0.032450758978816
166,0.026713475585955493
167,-0.009625220540384616
168,0.004046615678152454
169,-0.01969737349597822
170,-0.00971825654659797
171,-0.007345151761776081
172,0.005542614836433035
173,-0.006345387586842777
174,0.03198163811062282
175,0.01071407354788434
176,0.010948246461094158
177,-0.011151435199193815
178,0.008785658107075767
179,-0.006937251639767328
180,0.0026799730887205886
181,-0.01258732298606069
182,0.025950743872932502
183,0.009472828294033953
184,0.042106198692351215
185,-0.023527056325848728
186,-0.011519930395470723
187,-0.008786357426832425
188,0.0049437842839406
189,0.0010324076851147002
190,0.022505508636466054
191,-0.000958858679085739
192,-0.0014353085560924184
193,-0.007985816168840865
194,0.007408268638748439
